id,dept,level,workload,employment_years,last_year_promo,last_year_violations,supervisor_evaluation,salary,quit
909258,technology,middle,low,9,no,no,4,22800,no
366981,technology,junior,medium,3,no,no,4,26400,no
618214,purchasing,middle,medium,7,no,no,4,34800,yes
994659,technology,junior,medium,3,no,yes,3,31200,yes
826338,purchasing,junior,medium,1,no,no,3,24000,yes
337688,purchasing,junior,medium,1,no,no,3,21600,yes
895036,sales,junior,low,2,no,no,5,19200,no
214847,marketing,middle,medium,5,no,no,3,45600,no
501671,sales,junior,low,2,no,yes,3,18000,yes
343714,sales,junior,low,1,no,no,3,15600,yes
960489,purchasing,sinior,low,2,no,yes,4,33600,yes
832168,technology,junior,low,1,no,no,4,19200,yes
991001,technology,junior,medium,2,no,no,4,31200,no
149125,marketing,middle,high,7,no,no,4,51600,no
292614,sales,junior,low,2,no,no,3,12000,yes
672491,sales,middle,medium,7,no,no,3,36000,no
300834,hr,middle,medium,7,no,no,3,45600,no
652282,hr,middle,medium,7,no,no,3,34800,no
325186,marketing,junior,high,1,no,yes,1,33600,yes
434453,technology,junior,medium,2,no,no,4,36000,no
820813,hr,middle,medium,4,no,no,5,46800,no
743399,technology,sinior,medium,6,no,no,4,72000,no
512065,sales,junior,medium,1,no,no,5,25200,no
306945,purchasing,junior,medium,3,no,no,4,26400,no
979987,marketing,junior,low,1,no,no,3,16800,yes
558405,hr,junior,medium,2,no,no,4,24000,no
985688,marketing,middle,high,4,no,no,3,56400,no
389992,hr,middle,medium,5,no,no,1,33600,no
753001,technology,junior,low,3,no,no,3,22800,yes
995859,purchasing,middle,high,6,no,yes,2,46800,no
923262,sales,middle,low,8,no,no,3,22800,no
500343,sales,junior,medium,1,no,yes,4,21600,yes
452860,technology,middle,low,6,no,yes,1,21600,no
938914,technology,junior,medium,1,no,no,1,30000,yes
732463,purchasing,junior,medium,5,no,no,3,25200,no
224826,hr,junior,medium,1,no,no,4,24000,yes
272975,hr,middle,medium,3,no,no,4,46800,no
118578,sales,middle,low,6,no,no,3,27600,no
825598,purchasing,junior,medium,1,no,yes,3,25200,no
233911,sales,middle,low,3,no,no,3,22800,no
729569,hr,sinior,high,10,no,no,4,67200,no
846272,technology,middle,low,3,no,no,4,22800,no
179185,marketing,junior,low,1,no,no,5,20400,no
111458,sales,middle,medium,8,no,no,5,39600,no
863395,hr,junior,low,1,no,no,5,20400,yes
201775,sales,junior,medium,3,no,no,3,26400,no
157699,sales,junior,medium,2,no,no,3,25200,no
678342,hr,middle,medium,5,no,no,3,34800,no
321597,technology,junior,medium,5,no,no,3,26400,no
155416,sales,junior,medium,3,no,no,2,27600,yes
672202,technology,junior,low,1,no,yes,4,22800,yes
353398,purchasing,middle,medium,7,no,no,5,39600,no
235438,technology,sinior,low,6,no,no,3,45600,yes
800851,sales,middle,high,1,no,no,5,50400,no
161624,technology,junior,medium,2,no,no,2,33600,no
443560,purchasing,junior,high,1,no,no,5,36000,yes
856129,technology,junior,low,2,no,no,4,15600,yes
142460,sales,junior,low,1,no,no,3,12000,yes
438943,technology,junior,low,2,no,no,4,22800,no
607284,sales,middle,medium,3,no,no,5,34800,no
347479,purchasing,junior,high,3,no,no,3,34800,yes
225224,marketing,junior,medium,1,no,no,4,31200,no
627694,purchasing,junior,medium,4,no,no,4,28800,no
771951,sales,junior,low,1,no,no,5,19200,yes
766316,purchasing,junior,medium,2,no,no,3,27600,no
426739,sales,junior,low,2,no,no,4,15600,no
697041,technology,middle,medium,5,no,no,3,43200,no
110959,sales,middle,low,5,no,no,4,28800,yes
683360,purchasing,junior,medium,2,no,no,5,22800,no
450221,sales,middle,medium,3,no,no,4,44400,no
421768,sales,sinior,medium,8,no,yes,4,52800,no
675436,hr,junior,medium,1,no,no,3,28800,yes
115150,sales,middle,medium,10,no,no,2,37200,no
487409,sales,junior,high,2,no,yes,2,36000,yes
531016,sales,junior,medium,1,no,no,3,24000,yes
980436,sales,junior,low,3,no,no,3,18000,yes
675579,sales,junior,low,3,no,no,5,19200,no
308950,marketing,middle,high,3,no,no,4,57600,no
426080,purchasing,sinior,medium,8,no,no,4,60000,no
105193,sales,junior,medium,2,no,no,3,21600,yes
349739,marketing,junior,medium,5,no,no,3,27600,no
672810,hr,junior,low,3,no,no,2,19200,yes
156793,technology,junior,medium,1,no,yes,4,34800,no
550299,purchasing,middle,low,7,no,no,3,28800,no
141589,technology,sinior,medium,3,no,no,4,64800,no
138551,sales,junior,medium,1,no,no,5,27600,no
195260,technology,junior,medium,1,no,no,4,34800,no
920662,sales,junior,medium,1,no,no,3,24000,yes
675415,sales,junior,medium,1,no,no,4,25200,no
754070,sales,junior,high,3,no,no,3,33600,yes
236570,hr,middle,medium,7,no,no,4,45600,no
597266,sales,middle,medium,4,no,no,5,44400,no
608852,sales,middle,high,1,no,no,4,57600,no
740229,marketing,junior,medium,4,no,no,4,32400,no
339574,purchasing,middle,medium,7,no,no,3,44400,no
308117,sales,middle,medium,3,no,no,2,36000,no
614522,purchasing,middle,medium,5,no,no,5,45600,no
296374,hr,sinior,medium,9,no,no,3,52800,no
707014,sales,middle,low,9,no,no,4,24000,no
448749,purchasing,junior,medium,2,no,no,3,28800,yes
422625,technology,middle,medium,7,no,no,3,43200,no
248782,technology,junior,medium,2,no,no,4,31200,no
476057,sales,sinior,low,5,no,no,5,26400,no
538641,hr,sinior,high,1,no,no,5,67200,no
960186,sales,sinior,low,5,no,no,5,40800,no
415578,purchasing,middle,low,9,no,no,3,19200,no
762747,sales,middle,medium,4,no,no,4,43200,no
332832,technology,sinior,medium,5,yes,no,4,72000,no
716908,marketing,middle,low,6,yes,no,4,20400,no
248754,technology,middle,medium,7,no,no,2,38400,no
796707,purchasing,junior,low,1,no,no,1,15600,yes
390916,hr,junior,medium,2,no,no,2,22800,yes
554954,marketing,middle,medium,9,no,no,3,36000,no
220964,purchasing,middle,medium,6,no,no,5,34800,no
560398,sales,junior,medium,1,no,no,4,27600,no
589348,marketing,junior,medium,1,no,no,5,32400,no
708831,purchasing,junior,medium,1,no,no,4,22800,no
510361,purchasing,middle,medium,4,no,no,4,44400,no
516581,purchasing,junior,medium,1,no,no,1,25200,yes
710830,hr,middle,low,4,no,no,3,19200,no
825803,technology,middle,medium,7,no,no,3,39600,no
973961,technology,middle,low,8,no,no,5,22800,no
665115,marketing,junior,medium,1,no,no,4,25200,yes
661825,hr,middle,high,6,no,no,3,54000,no
277412,sales,middle,low,4,no,yes,3,19200,no
331092,technology,middle,medium,8,no,no,4,45600,no
296382,technology,sinior,high,8,no,no,4,88800,no
503331,marketing,junior,low,1,no,no,3,16800,yes
363393,purchasing,junior,medium,2,no,no,4,28800,no
916709,sales,middle,low,5,no,no,4,28800,no
866268,sales,sinior,medium,8,no,yes,3,50400,no
623303,purchasing,junior,medium,2,no,no,5,25200,no
813090,hr,middle,medium,4,no,no,4,40800,no
165891,sales,junior,medium,2,no,no,4,21600,no
241637,sales,junior,high,2,no,no,5,34800,no
161094,sales,junior,medium,1,no,no,4,24000,no
380263,technology,junior,medium,1,no,yes,4,31200,no
123968,marketing,sinior,high,3,no,no,4,81600,no
587248,sales,middle,high,9,no,no,4,52800,no
518186,sales,junior,medium,1,no,no,4,27600,no
485214,purchasing,middle,low,5,no,no,3,22800,no
989948,technology,middle,high,5,no,no,3,68400,no
108981,marketing,junior,medium,1,no,no,4,28800,no
775458,sales,middle,medium,7,no,no,4,43200,no
353239,sales,middle,high,1,no,no,5,48000,no
616564,hr,middle,high,8,no,no,1,49200,no
379675,hr,junior,medium,2,no,no,3,28800,no
509280,sales,junior,medium,3,no,no,3,24000,yes
413813,marketing,middle,low,2,no,yes,1,19200,yes
631465,purchasing,middle,medium,7,no,no,4,39600,no
372883,sales,middle,low,3,no,no,5,19200,no
661458,purchasing,middle,medium,9,no,no,4,33600,yes
288780,marketing,junior,medium,2,no,no,4,31200,no
954135,sales,junior,medium,4,no,no,5,27600,no
160652,purchasing,middle,medium,5,no,no,4,39600,no
736290,purchasing,junior,low,2,no,no,4,13200,yes
300614,purchasing,middle,medium,5,no,no,4,34800,no
470339,marketing,junior,low,1,no,no,5,16800,yes
301863,sales,junior,medium,3,no,no,4,27600,no
806335,technology,junior,medium,1,no,no,4,34800,no
508085,marketing,sinior,medium,6,no,no,5,56400,no
968255,marketing,junior,medium,1,no,no,4,24000,yes
729049,hr,junior,medium,2,no,no,4,30000,yes
987026,technology,middle,low,4,no,no,4,33600,no
889938,hr,middle,medium,4,no,no,3,45600,no
881703,technology,junior,medium,2,no,no,1,30000,yes
986840,sales,middle,high,10,no,no,1,50400,no
227257,purchasing,sinior,medium,5,no,no,5,48000,no
449109,marketing,middle,medium,3,no,no,5,37200,no
228777,sales,middle,low,5,no,no,5,24000,no
310335,sales,middle,high,8,no,no,4,48000,no
956259,hr,middle,medium,5,no,no,3,45600,no
258322,sales,junior,high,1,no,no,4,31200,yes
103401,marketing,middle,medium,2,no,yes,3,42000,no
682883,technology,sinior,medium,9,no,no,5,74400,no
687268,hr,junior,medium,1,no,no,3,26400,yes
711970,technology,sinior,medium,4,no,no,4,55200,no
945031,marketing,junior,low,1,no,no,3,16800,yes
631994,purchasing,junior,medium,1,no,no,4,28800,yes
433490,purchasing,junior,low,1,no,no,4,12000,yes
731855,technology,junior,medium,3,no,no,5,27600,no
926765,technology,junior,medium,4,no,no,3,31200,no
896521,hr,middle,high,6,no,no,3,61200,no
383206,sales,sinior,medium,7,no,no,3,51600,no
908376,sales,middle,low,2,no,no,3,18000,yes
303006,hr,junior,low,2,no,no,4,16800,no
762250,sales,junior,medium,1,no,yes,4,21600,yes
784260,purchasing,junior,medium,1,no,no,4,26400,no
782692,technology,middle,low,2,no,no,3,28800,yes
189109,technology,junior,medium,1,no,no,3,30000,yes
887884,sales,junior,low,2,no,no,4,18000,no
993777,sales,middle,low,8,no,no,3,24000,no
679057,hr,middle,high,2,no,no,4,55200,no
761816,purchasing,junior,medium,1,no,no,3,25200,no
687839,technology,junior,medium,1,no,no,4,26400,yes
503120,purchasing,junior,medium,3,no,yes,3,25200,yes
458112,sales,middle,high,8,no,yes,2,55200,no
139868,sales,middle,medium,7,no,no,5,38400,no
758147,technology,middle,high,5,no,no,2,54000,no
644778,marketing,middle,high,1,no,no,4,63600,no
562785,marketing,middle,low,7,no,no,4,20400,no
528000,purchasing,middle,medium,2,no,no,4,34800,no
808630,technology,junior,medium,1,no,no,2,33600,yes
560709,hr,junior,medium,1,no,no,4,26400,no
327983,sales,junior,low,1,no,no,4,12000,yes
108410,sales,junior,low,2,no,no,4,18000,no
460723,marketing,sinior,medium,3,yes,no,3,52800,no
469641,purchasing,sinior,medium,4,no,yes,3,50400,no
639512,hr,middle,high,7,no,yes,3,60000,no
769735,marketing,junior,high,2,no,no,3,33600,yes
672346,purchasing,junior,low,1,no,no,3,18000,yes
929779,sales,middle,medium,8,no,no,3,40800,no
966781,marketing,junior,medium,2,no,no,3,30000,no
734069,purchasing,junior,medium,3,no,no,4,26400,no
246737,sales,junior,low,3,no,no,1,12000,yes
491813,technology,middle,medium,6,no,no,4,45600,no
594682,marketing,middle,medium,5,no,no,4,46800,yes
369771,purchasing,junior,medium,1,no,no,4,22800,no
586585,marketing,middle,medium,5,no,no,5,36000,no
789478,sales,junior,low,3,no,no,4,18000,no
596419,marketing,middle,medium,6,no,yes,1,34800,no
191314,purchasing,sinior,high,7,yes,no,4,79200,no
845073,technology,junior,high,1,no,no,2,40800,yes
506109,sales,junior,medium,3,no,no,4,25200,no
896807,technology,middle,high,5,no,no,1,60000,no
896636,hr,middle,high,5,no,no,3,58800,no
851665,sales,junior,medium,1,no,no,5,25200,no
161975,technology,middle,high,6,yes,no,5,68400,no
692908,marketing,junior,medium,1,no,yes,4,32400,no
692558,technology,junior,high,1,no,no,4,43200,yes
865517,purchasing,middle,high,10,no,no,4,55200,no
280354,sales,junior,medium,1,no,no,4,27600,no
685018,sales,junior,low,2,no,no,3,18000,yes
433045,sales,middle,low,8,no,no,4,28800,no
527305,sales,junior,low,3,no,no,2,14400,yes
618974,marketing,junior,medium,1,no,no,1,30000,yes
987907,sales,middle,medium,7,no,no,4,38400,no
104712,sales,junior,medium,2,no,yes,3,24000,yes
190863,technology,middle,medium,9,no,yes,2,44400,no
816843,marketing,junior,low,1,no,no,3,13200,yes
534298,technology,middle,medium,6,no,no,2,44400,no
884119,sales,middle,high,8,no,no,3,56400,no
107920,purchasing,middle,high,7,no,no,4,55200,no
289547,sales,middle,medium,7,no,no,5,43200,no
244116,technology,junior,low,2,no,no,5,22800,no
563811,purchasing,junior,medium,4,no,yes,2,21600,no
923311,sales,sinior,low,10,no,yes,3,37200,no
435988,purchasing,junior,low,1,no,no,4,12000,yes
625349,purchasing,middle,high,5,no,no,3,46800,no
379183,technology,junior,low,1,no,no,2,22800,yes
319864,technology,junior,medium,1,no,no,4,26400,yes
828011,sales,middle,medium,7,no,no,3,38400,no
645336,sales,sinior,high,3,no,no,5,66000,yes
235144,sales,junior,medium,1,no,yes,3,26400,yes
828674,technology,junior,low,1,no,yes,3,15600,yes
834574,hr,middle,medium,10,no,no,3,43200,no
294373,sales,junior,low,5,no,no,1,14400,yes
511016,purchasing,junior,medium,2,no,no,5,26400,no
947613,technology,junior,medium,2,no,no,3,26400,yes
559414,marketing,middle,medium,7,no,no,5,48000,no
270039,sales,middle,medium,5,no,no,3,32400,no
221562,technology,junior,medium,1,no,no,4,31200,no
849622,sales,middle,high,1,no,no,3,48000,yes
681619,technology,middle,low,9,no,yes,3,33600,no
805117,sales,sinior,high,5,no,no,3,68400,no
295807,purchasing,sinior,low,10,no,yes,3,39600,no
257611,technology,junior,low,1,no,no,3,22800,yes
706471,technology,middle,high,2,no,no,4,57600,no
640741,sales,middle,low,8,no,no,4,19200,no
960511,sales,middle,medium,2,no,no,4,33600,yes
876165,sales,junior,medium,3,no,no,4,21600,no
679526,technology,middle,medium,2,no,yes,5,52800,no
613245,marketing,junior,medium,1,no,no,5,25200,no
817898,marketing,middle,medium,1,no,no,2,34800,no
148817,technology,middle,medium,3,no,no,5,52800,no
770825,hr,middle,medium,5,no,no,4,36000,no
235219,technology,middle,low,2,no,no,4,28800,no
600502,technology,junior,medium,2,no,no,5,32400,no
949748,sales,junior,medium,1,no,no,3,26400,yes
967747,hr,middle,medium,4,no,no,3,44400,no
800845,sales,junior,medium,1,no,no,1,26400,yes
395728,technology,middle,low,6,no,yes,4,33600,no
270997,purchasing,junior,low,3,no,no,4,19200,no
750147,purchasing,sinior,low,7,no,yes,3,31200,yes
383694,sales,junior,medium,3,no,no,3,20400,yes
690466,sales,junior,low,2,no,no,4,15600,no
423505,marketing,junior,low,1,no,no,4,20400,no
977833,technology,junior,medium,4,no,yes,2,33600,no
863959,technology,junior,low,2,no,no,3,21600,yes
593125,technology,junior,medium,1,no,no,4,31200,no
491248,marketing,middle,low,8,no,no,2,30000,no
472871,purchasing,junior,low,2,no,no,3,18000,yes
992010,marketing,junior,high,3,no,no,4,42000,yes
233301,sales,junior,medium,1,no,no,5,28800,no
365994,sales,junior,medium,3,no,no,3,20400,yes
912139,technology,junior,low,1,no,no,4,22800,no
596169,sales,junior,medium,1,no,no,3,20400,yes
891101,technology,junior,high,3,no,no,4,38400,yes
776165,marketing,middle,medium,3,no,no,5,37200,no
867867,technology,junior,medium,1,no,no,4,34800,no
981699,purchasing,junior,medium,1,no,no,1,24000,yes
588531,marketing,junior,medium,1,no,no,4,28800,no
665300,sales,junior,medium,1,no,no,4,21600,yes
493890,purchasing,junior,medium,1,no,no,3,21600,yes
212372,technology,junior,medium,1,no,no,3,25200,yes
855569,hr,sinior,medium,9,no,no,4,48000,no
366406,technology,junior,low,2,no,no,5,19200,no
489526,marketing,middle,high,6,no,no,3,57600,no
451477,technology,junior,medium,2,no,no,4,31200,no
734468,purchasing,middle,medium,7,no,no,3,38400,no
248648,sales,middle,high,4,no,no,5,49200,no
482086,sales,junior,low,1,no,no,2,14400,yes
429628,sales,junior,low,2,no,no,4,12000,yes
571681,technology,middle,low,2,no,no,3,27600,yes
168361,sales,middle,low,7,no,no,4,24000,no
120107,sales,junior,high,1,no,yes,3,36000,yes
776462,sales,sinior,medium,7,no,no,1,50400,no
495106,technology,junior,low,1,no,no,4,15600,yes
116005,technology,junior,low,1,no,no,4,15600,yes
265874,sales,junior,high,1,no,yes,3,31200,yes
855596,purchasing,sinior,medium,9,no,no,4,52800,no
670971,sales,middle,medium,8,no,no,4,33600,no
583748,marketing,junior,low,2,no,no,5,20400,no
280426,purchasing,middle,medium,7,no,no,5,34800,no
545721,technology,junior,medium,1,no,no,3,30000,yes
426281,purchasing,junior,low,4,no,no,5,15600,no
382967,technology,junior,medium,1,no,no,5,34800,no
440283,sales,junior,medium,2,no,no,3,26400,no
422306,marketing,middle,medium,3,yes,no,5,42000,no
896993,sales,middle,low,8,no,no,4,19200,no
820769,purchasing,middle,medium,3,no,no,4,44400,no
371634,technology,middle,medium,5,no,no,4,45600,no
619580,sales,junior,medium,2,no,no,3,25200,yes
299014,technology,middle,low,3,no,no,3,27600,yes
713724,sales,middle,medium,3,no,no,3,33600,no
174691,marketing,junior,low,5,no,no,4,16800,no
955181,technology,middle,medium,1,no,no,1,49200,no
831872,technology,middle,medium,3,no,no,4,52800,no
235054,technology,middle,high,7,no,no,3,56400,no
445699,sales,junior,medium,2,no,no,5,21600,no
676067,sales,junior,low,4,no,no,3,12000,yes
327105,sales,junior,high,3,no,no,3,37200,yes
905450,sales,middle,high,5,no,no,3,57600,no
930704,sales,junior,medium,3,no,yes,4,21600,yes
477962,sales,junior,medium,1,no,no,3,21600,yes
438730,sales,middle,medium,10,no,no,3,42000,no
604616,marketing,junior,medium,1,no,no,3,30000,yes
334398,sales,junior,medium,2,no,no,2,26400,yes
499788,hr,middle,low,6,yes,no,4,25200,no
155781,sales,junior,medium,1,no,no,5,25200,no
869935,technology,junior,high,3,no,no,4,38400,yes
219604,marketing,middle,low,5,no,no,4,31200,no
496167,sales,junior,low,2,no,yes,3,14400,yes
439171,marketing,junior,low,4,no,no,4,13200,no
884231,sales,sinior,high,9,no,no,2,74400,no
644918,purchasing,middle,high,7,no,yes,2,57600,no
685145,sales,middle,high,5,no,no,3,51600,no
165611,marketing,junior,medium,1,no,no,5,25200,no
510518,hr,middle,high,3,no,no,4,62400,no
370469,sales,junior,low,2,no,no,4,15600,no
916042,sales,middle,medium,4,no,no,2,32400,no
755817,purchasing,middle,medium,5,no,no,3,34800,no
450568,technology,middle,high,4,no,yes,4,63600,no
481068,sales,middle,high,4,no,no,2,50400,no
955102,sales,middle,medium,5,no,yes,4,38400,no
133683,purchasing,junior,medium,1,no,no,3,21600,yes
937511,sales,middle,low,7,no,no,4,24000,no
321847,sales,junior,medium,1,no,yes,4,21600,yes
584504,purchasing,junior,low,1,no,no,5,19200,yes
726157,technology,junior,low,1,no,no,3,18000,yes
772456,technology,junior,medium,1,no,no,1,30000,yes
531919,purchasing,sinior,medium,10,no,yes,3,58800,no
180977,purchasing,middle,medium,5,no,no,3,44400,no
660191,purchasing,junior,medium,3,no,yes,4,22800,no
420646,sales,junior,medium,2,no,no,3,27600,yes
262828,sales,junior,medium,2,no,no,5,21600,no
604958,technology,junior,high,1,no,no,3,44400,yes
283152,sales,middle,medium,7,no,no,4,43200,no
427963,purchasing,sinior,low,6,no,no,4,33600,no
193009,sales,junior,medium,2,no,no,4,21600,no
627564,sales,junior,medium,1,no,no,4,24000,no
351845,sales,middle,medium,9,no,no,5,34800,no
922467,marketing,middle,medium,6,no,no,1,34800,no
800568,sales,junior,low,1,no,no,4,12000,yes
579776,sales,sinior,low,6,no,no,3,37200,no
409751,sales,middle,medium,7,no,no,5,34800,no
697992,marketing,sinior,low,10,no,no,5,36000,no
486747,sales,junior,low,2,no,no,4,15600,no
304298,technology,middle,medium,8,no,no,3,50400,no
953937,sales,junior,medium,3,no,yes,4,21600,yes
993483,purchasing,middle,medium,8,no,no,2,43200,no
555475,sales,junior,low,1,no,no,5,19200,yes
223615,hr,middle,low,5,no,no,5,20400,no
173620,hr,middle,high,2,yes,no,4,56400,no
224027,marketing,junior,medium,1,no,no,3,30000,yes
572592,hr,junior,low,1,no,no,4,16800,yes
983756,sales,middle,medium,2,no,no,4,33600,yes
436785,purchasing,middle,low,3,no,no,2,19200,yes
349101,purchasing,junior,low,2,no,no,5,16800,no
963924,hr,junior,low,2,no,no,4,16800,no
318226,purchasing,junior,medium,1,no,no,4,28800,no
465512,hr,junior,low,3,no,no,4,19200,no
402404,sales,junior,low,2,no,no,4,18000,no
886750,sales,middle,medium,1,no,no,4,33600,no
643636,sales,middle,medium,2,no,no,4,33600,no
618519,sales,sinior,high,5,no,no,1,62400,no
932210,technology,junior,medium,2,no,no,4,34800,yes
341986,purchasing,middle,high,1,no,no,3,56400,no
605118,marketing,junior,low,1,no,no,3,16800,yes
275594,sales,middle,medium,6,no,no,3,38400,no
870218,sales,middle,medium,6,no,no,3,31200,no
217119,sales,junior,low,1,no,no,2,12000,yes
513368,sales,middle,medium,6,no,no,3,33600,no
791359,sales,middle,medium,6,no,no,4,33600,no
514927,technology,junior,medium,1,no,no,3,31200,yes
529914,sales,junior,medium,1,no,no,3,27600,yes
527365,technology,junior,medium,1,no,no,5,31200,no
500187,technology,junior,low,1,no,no,3,14400,yes
747874,sales,sinior,medium,10,no,no,3,44400,no
965862,sales,middle,low,6,no,no,4,24000,no
424149,purchasing,middle,medium,2,no,no,1,42000,no
183750,hr,junior,medium,2,no,no,2,28800,no
797819,hr,middle,high,6,no,no,1,48000,no
777195,technology,middle,medium,7,no,no,3,43200,no
297717,hr,middle,low,7,no,no,4,25200,no
995776,sales,middle,low,1,yes,no,5,24000,no
947967,sales,middle,low,5,no,no,2,27600,no
592441,hr,junior,medium,1,no,no,3,25200,yes
992642,sales,middle,high,1,no,no,3,46800,yes
517668,sales,junior,medium,3,no,no,5,25200,no
890985,sales,junior,medium,1,no,no,3,26400,yes
573628,technology,junior,high,1,no,yes,2,42000,yes
777015,purchasing,junior,high,2,no,yes,4,38400,yes
641329,technology,sinior,medium,7,no,no,2,61200,no
644835,hr,junior,medium,3,no,no,4,26400,no
488741,sales,junior,low,3,no,no,1,14400,yes
866683,sales,sinior,medium,10,no,no,4,44400,no
343923,marketing,middle,medium,6,no,no,5,36000,no
295700,sales,junior,low,2,no,no,1,18000,yes
887075,purchasing,middle,low,1,no,no,5,24000,no
690664,sales,middle,high,7,no,no,3,57600,no
903546,marketing,middle,high,3,no,no,4,51600,no
170834,sales,middle,high,6,no,no,3,51600,no
277819,marketing,middle,high,4,no,no,4,62400,no
378557,technology,junior,low,1,no,no,3,22800,yes
623227,sales,junior,medium,5,no,no,4,21600,no
906521,hr,sinior,medium,6,no,no,3,57600,no
901761,purchasing,middle,medium,8,no,yes,3,44400,no
132842,marketing,junior,medium,1,no,no,4,31200,no
625322,hr,junior,medium,3,no,no,4,27600,no
802574,marketing,sinior,medium,10,no,no,3,46800,no
688488,purchasing,junior,low,3,no,no,4,19200,no
784696,technology,middle,low,4,no,no,3,27600,no
109188,marketing,junior,medium,3,no,yes,3,30000,yes
359654,sales,junior,medium,1,no,no,4,24000,no
934786,sales,junior,low,2,no,no,3,18000,yes
812686,technology,middle,medium,9,no,no,3,51600,no
666274,marketing,junior,low,3,no,no,4,21600,no
762991,sales,junior,low,2,no,no,4,15600,no
643630,purchasing,middle,low,4,no,yes,4,19200,no
561510,sales,junior,medium,4,no,no,4,27600,no
821999,sales,middle,low,5,no,no,4,24000,no
112898,marketing,middle,low,1,no,no,5,20400,yes
517678,sales,middle,medium,8,no,no,4,43200,no
217107,technology,junior,medium,2,no,no,4,34800,no
115528,marketing,junior,medium,1,no,no,3,24000,yes
945599,hr,sinior,low,9,no,no,3,26400,no
359868,sales,middle,high,5,no,no,4,52800,no
645418,marketing,junior,low,2,no,no,3,19200,yes
566737,technology,middle,low,5,no,no,2,32400,no
184364,technology,middle,medium,6,yes,no,4,39600,no
837352,hr,middle,medium,2,no,yes,3,39600,no
775470,technology,junior,low,3,no,no,3,14400,yes
808912,marketing,sinior,high,4,no,no,5,79200,no
378724,sales,middle,medium,5,no,no,5,33600,no
680176,technology,junior,medium,3,no,no,3,26400,yes
203202,technology,middle,high,6,yes,no,3,66000,no
417094,marketing,junior,low,3,no,no,4,20400,no
988237,purchasing,middle,high,9,no,no,3,48000,no
165078,sales,junior,medium,1,no,no,4,27600,no
372808,marketing,middle,medium,5,no,no,4,46800,no
983097,sales,junior,medium,1,no,no,5,21600,no
321175,marketing,middle,medium,4,no,no,3,46800,yes
850683,sales,junior,medium,1,no,no,5,24000,no
218561,sales,junior,medium,1,no,no,3,24000,yes
124909,technology,middle,medium,5,no,no,3,45600,no
395755,technology,junior,low,1,no,no,4,19200,yes
558487,purchasing,junior,low,2,no,no,4,12000,yes
531380,hr,junior,high,1,no,no,3,38400,yes
245165,purchasing,middle,high,5,no,no,5,54000,no
408508,technology,middle,high,4,no,no,4,68400,no
325712,sales,junior,low,1,no,no,3,18000,yes
672343,sales,junior,medium,1,no,yes,3,26400,yes
499342,sales,junior,medium,4,no,no,3,21600,yes
750408,sales,junior,low,1,no,no,3,15600,yes
156603,technology,middle,low,6,no,no,4,28800,no
945520,sales,junior,low,1,no,yes,3,14400,yes
325729,sales,middle,low,4,no,no,4,19200,no
949063,sales,middle,high,6,no,no,5,60000,no
625660,technology,middle,medium,8,no,no,4,39600,no
600217,hr,middle,medium,7,no,no,3,43200,no
905586,technology,junior,medium,3,no,no,4,34800,no
377799,marketing,junior,medium,2,no,no,5,28800,no
361744,purchasing,sinior,high,2,no,no,4,72000,no
459059,hr,middle,low,4,no,no,2,19200,no
737354,purchasing,junior,medium,2,no,no,4,25200,no
894430,purchasing,middle,high,5,no,no,5,61200,no
472322,sales,middle,medium,4,no,no,5,38400,no
805649,hr,middle,low,7,no,no,4,30000,yes
945877,sales,middle,low,5,no,no,4,19200,no
146408,purchasing,sinior,high,1,yes,no,3,75600,no
232197,sales,junior,medium,1,no,yes,4,21600,yes
325976,marketing,middle,low,1,no,no,4,20400,no
930775,sales,middle,low,3,no,no,4,28800,no
806849,sales,sinior,low,4,yes,no,4,26400,no
172222,hr,middle,medium,5,no,no,4,46800,no
793026,sales,middle,high,4,yes,no,4,54000,no
908334,sales,junior,medium,3,no,no,1,20400,yes
925090,technology,junior,medium,1,no,no,3,33600,yes
959236,sales,junior,medium,2,no,no,4,21600,no
205944,hr,junior,medium,2,no,no,4,31200,no
123888,hr,junior,low,1,no,no,4,13200,yes
273342,sales,junior,low,1,no,yes,4,19200,yes
597263,technology,middle,high,4,no,no,3,68400,no
994327,technology,junior,medium,1,no,no,4,31200,no
350672,technology,junior,low,1,no,no,2,21600,yes
645978,technology,junior,low,3,no,no,4,15600,yes
696900,technology,middle,medium,4,no,no,5,51600,no
680738,technology,middle,high,5,no,no,5,68400,no
543603,marketing,middle,high,5,no,no,3,50400,no
493930,sales,junior,medium,1,no,no,5,28800,no
144304,technology,junior,low,2,no,no,4,19200,yes
666348,hr,junior,medium,3,no,no,4,30000,no
440626,purchasing,middle,medium,4,no,no,3,33600,no
784709,technology,middle,low,7,no,no,1,21600,no
641189,sales,junior,low,5,no,yes,3,14400,yes
233576,sales,middle,high,1,no,no,4,48000,no
910944,technology,middle,low,4,no,no,3,33600,no
500667,sales,middle,high,3,yes,no,4,57600,no
335847,sales,middle,low,5,no,no,4,19200,no
832203,purchasing,middle,medium,4,no,yes,3,39600,no
500586,sales,junior,low,1,no,no,4,15600,yes
969210,marketing,middle,medium,8,no,yes,2,45600,no
474925,sales,middle,medium,5,no,no,4,44400,no
319440,purchasing,middle,medium,7,no,no,1,42000,no
355301,sales,junior,medium,2,no,no,4,25200,no
